tekst,change,company
realizacja program wykup akcja wlasny,1,4
skonsolidowac raport polroczny,1,4
oswiadczenie spolka o przestrzegac zasada lad korporacyjny,1,4
raport okresowy sa rs,1,4
raport okresowy sa r,1,4
realizacja program wykup akcja wlasny,1,4
program kwit depozytowy,1,4
zwiekszenie posiadac udzial ponad 10  ogolny liczba glos,1,4
wprowadzenie akcja do obrot na gpw,1,4
wprowadzenie akcja do obrot na gpw,1,4
raport okresowy qsr,1,4
program wykup akcja wlasny,1,4
zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,0,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,0,4
korekta polski wersja jezykowy komentarz zarzad do raport za rok 2004,1,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,1,4
informacja o przekroczenie prog 20  ogolny liczba glos na wza,0,4
raport okresowy qsr,0,4
zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,0,4
wprowadzenie akcja do obrot na gpw,0,4
realizacja program wykup akcja wlasny,0,4
zbycie akcja przez osoba z kierownictwo,0,4
termin publikacja raport okresowy,0,4
informacja o przekroczenie prog 5  ogolny liczba glos na wza,0,4
wykaz informacja przekazac do wiadomosci publiczny w 2006 r.,1,4
oswiadczenie w sprawa przestrzegac w spolka zasada lad korporacyjny,1,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,0,4
realizacja program wykup akcja wlasny w okres od 20 marzec do 26 marzec 2009 r.,0,4
informacja o przekroczenie prog 5  ogolny liczba glos na wza,1,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0,4
utworzyc spolka a2 multimedia sp. z o.o.,1,4
powolanie przewodniczacy rad nadzorczy,1,4
akcjonariusz posiadajacy powyzej 5  glos na wza,1,4
od piatku  14 kwietni gazeta wyborczy w caly kraj byc kosztowac 1 5 zl.,1,4
projekt uchwala na wza w dzien 22 czerwiec 2005 rok,1,4
przekroczenie prog 10  ogolny liczba glos na wza,0,4
zwiekszenie posiadac udzial,0,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,0,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
realizacja program wykup akcja wlasny w okres od 14 lipiec do 17 lipiec 2008 r.,0,4
przekroczenie prog 5  ogolny liczba glos na w zastepstwie,0,4
rejestracja spolka zalezny,1,4
realizacja program wykup akcja wlasny w okres od 5 do 11 wrzesnia 2008 r.,1,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,0,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,0,4
zakonczenie realizacja program nabywac akcja wlasny,0,4
informacja o zwiekszenie posiadac udzial,0,4
osoba odpowiedzialna za kontakt z knf,0,4
korekta raport biezacy 9/2007,0,4
informacja o przekroczenie prog 20  ogolny liczba glos na wza,1,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,0,4
sprzedaz akcja przez czlonek zarzad,1,4
sprzedaz akcja przez czlonek zarzad,1,4
uchwala nwza z 12 luty 2009 r.,1,4
akcjonariusz posiadajacy powyzej 5  glos na nwza,1,4
zmiana liczba akcja posiadac przez   holding sp. z o.o,1,4
sprzedaz akcja przez czlonek zarzad,0,4
skonsolidowac raport kwartalny sa qsr 4/2004,0,4
nabycie akcja w wynik realizacja warunkowe prawa do akcja,0,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,0,4
zbycie akcja przez osoba z kierownictwo byc czlonek zarzad,0,4
daleki ciag porzadkowac struktura w radiowy,0,4
realizacja program wykup akcja wlasny w okres od 16 do 22.09.2005,0,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
rekomendacja zarzad w sprawa przeznaczenie zysk za 2008 rok,1,4
uchwala rad nadzorczy w sprawa ocena sytuacja spolka w rok 2008,1,4
zbycie akcja przez osoba nie byc czlonek zarzad spolka,0,4
raport okresowy qsr,0,4
uchwala rad nadzorczy w sprawa zwiezly ocena sytuacja spolka w 2007 rok,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
akcjonariusz posiadajacy powyzej 5  glos na nwza,0,4
zwolanie wza,0,4
ciag daleki porzadkowac struktura w radiowy,0,4
realizacja program wykup akcja wlasny,0,4
realizacja program wykup akcja wlasny,0,4
zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,1,4
raport okresowy qsr,0,4
zbycie akcja przez osoba z kierownictwo,0,4
zwolanie wza,0,4
kandydat do zarzad,1,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
zwolanie walny zgromadzenie akcjonariusz,1,4
realizacja program wykup akcja wlasny od 27 luty do 5 marzec 2009,0,4
aneks numer 5 do umowy kredytowy z pekao,1,4
ciag daleki porzadkowac struktura w radiowy,0,4
planowy sprzedaz akcja przez czlonek zarzad,1,4
zmiana w plan motywacyjny,0,4
realizacja program wykup akcja wlasny w okres od 9 do 15 wrzesnia 2005 r.,0,4
raport okresowy qsr,1,4
wybor podmiot uprawniony do badanie sprawozdanie finansowy,1,4
realizacja program wykup akcja wlasny,1,4
zmiana wysokosc kapital zakladowy spolka zalezny,1,4
uchwala nwza z 30 sierpien 2007 r.,0,4
zmiana w sklad zarzad,0,4
raport okresowy qsr,0,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1,4
zwiekszenie posiadac udzial ogolny liczba glos o duzo niz 2 ,1,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
realizacja program wykup akcja wlasny,0,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
przekroczenie prog 5  ogolny liczba glos na wza,0,4
sprzedaz akcja przez czlonek zarzad,0,4
sprzedaz akcja przez czlonek zarzad,0,4
aneks numer 7 do umowy kredytowy z pekao,1,4
zwolanie nwza spolka,0,4
sprzedaz akcja przez czlonek zarzad,1,4
informowac,1,4
zmiana umowy znaczacy,0,4
projekt uchwala na wza 23 czerwiec 2009 r.,1,4
kandydat do rad nadzorczy,0,4
przekroczenie prog 10  ogolny liczba glos na wza,0,4
realizacja program wykup akcja wlasny od 20 do 26 luty 2009 r.,0,4
zwolanie zwyczajny walny zgromadzenie,1,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
sprzedaz akcja przez czlonek zarzad,0,4
sprzedaz akcja przez czlonek zarzad,0,4
sprzedaz akcja przez czlonek zarzad,0,4
zmiana w sklad zarzad,1,4
rezygnacja z funkcja prezes zarzad,1,4
aneks numer 3 do umowy kredytowy z pekao,0,4
zbycie udzial w spolka idm serwis sp. z o.o. przez spolka zalezny,0,4
rezygnacja z uczestnictwo w zarzad oraz z funkcja wiceprezes zarzad,1,4
nowy dzien   zalozenie wydawniczy i finansowy,0,4
informacja o zejscie ponizej prog 20  ogolny liczba glos na wza,1,4
informacja o przekroczenie prog 20  ogolny liczba glos na wza   korekta,1,4
porzadkowac struktura w radiowy,0,4
konsolidacja 12 spolka radiowy z radiowy,1,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
raport okresowy qsr,0,4
realizacja program wykup akcja wlasny,1,4
wyjasnienie do raport roczny,0,4
raport okresowy qsr,1,4
sprzedaz akcja przez czlonek zarzad,0,4
powolanie do sklad rad nadzorczy,1,4
rezygnacja czlonek rad nadzorczy,1,4
zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,0,4
wykaz informacja przekazac przez spolka do publiczny wiadomosci w 2005 r.,0,4
raport roczny,0,4
skonsolidowac raport roczny,0,4
tresc uchwala podjac przez walny zgromadzenie akcjonariusz,1,4
uchwala rad nadzorczy w sprawa zwiezly ocena sytuacja spolka w rok 2006,0,4
rekomendacja zarzad w sprawa wyplat dywidenda,0,4
kandydat do rn,0,4
projekt uchwala na zwza w dzien 29 czerwiec 2007r.,0,4
rezygnacja czlonek rad nadzorczy,0,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1,4
ciag daleki porzadkowac struktura w radiowy,0,4
aneks numer 6 do umowy kredytowy z pekao,1,4
uchwala wza z 23 czerwiec 2009 r.,0,4
informacja o powolanie czlonek rad nadzorczy,0,4
wprowadzenie akcja do obrot na gpw,1,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
wykup akcja wlasny w okres od 2 do 8 wrzesnia,1,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
raport okresowy qsr,1,4
wprowadzenie akcja seria co do obrot na gpw,1,4
zmiana osoba odpowiedzialna za kontakt z kpwig,1,4
realizacja program wykup akcja wlasny w okres od 7 do 13 pazdziernik 2005 r.,0,4
warunkowy sprzedaz udzial w radio lokalny zielony gora sp. z o.o.,0,4
aneks numer 8 do umowy kredytowy z pekao,0,4
sprzedaz akcja przez czlonek zarzad,0,4
sprzedaz akcja przez czlonek zarzad,0,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
debiut nowe dziennik   14 listopad 2005 r.,0,4
uchwala rad nadzorczy w sprawa zwiezly ocena sytuacja spolka w rok 2006,0,4
rekomendacja zarzad w sprawa wyplat dywidenda,0,4
kandydat do rn,0,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1,4
zbycie akcja przez osoba z kierownictwo,0,4
zmiana w zarzad,0,4
przekroczenie prog 5  ogolny liczba glos na wza,0,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
sprzedaz akcja przez czlonek zarzad,1,4
raport okresowy qsr,1,4
kandydat do rad nadzorczy,1,4
uchwala w sprawa zwiezly ocena sytuacja spolka w rok 2005,1,4
rekomendacja zarzad w sprawa podzial zysk za rok obrotowy 2005,1,4
projekt uchwala na zwza 26 czerwiec 2006 rok,1,4
oswiadczenie w sprawa przestrzegac w spolka zasada lad korporacyjny,0,4
powolanie czlonek zarzad na nowa piecioletni kadencja,0,4
uchwala wza z 20 czerwiec 2008 r.,0,4
akcjonariusz posiadajacy powyzej 5  glos na zwza,0,4
rejestracja spolka zalezny,0,4
informacja o zwiekszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,0,4
wykaz informacja przekazac do waidomosci publiczny w 2008 r.,0,4
informacja przekazac do publiczny wiadomosci w 2007 rok,1,4
stosowac zasada lad korporacyjny w 2007 rok,1,4
rekomendacja zarzad w sprawa wyplat dywidenda,1,4
skonsolidowac raport roczny,1,4
raport roczny,1,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1,4
akcjonariusz posiadajacy powyzej 5  glos na wza,1,4
informacja o powolanie czlonek rad nadzorczy,1,4
uchwala wza z 29 czerwiec 2007 r.,1,4
skonsolidowac raport roczny,1,4
raport roczny,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
raport okresowy qsr,1,4
zwolanie nwza spolka,1,4
raport okresowy qsr,1,4
realizacja program wykup akcja wlasny w okres od 21 do 27 pazdziernik 2005 r.,0,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1,4
rejestracja spolka zalezny,0,4
przekroczenie prog 5  ogolny liczba glos na wza,1,4
realizacja program wykup akcja wlasny w okres od 25 lipiec do 31 lipiec 2008 r.,1,4
korekta raport biezacy numer 47/2006 z dzien 23 pazdziernik 2006 roku.,1,4
zmiana w harmonogram zwolnienie grupowy,1,4
zmiana liczba akcja posiadac przez   holding sp. z o.o,1,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1,4
sprzedaz akcja przez czlonek zarzad,0,4
realizacja program wykup akcja wlasny,1,4
raport okresowy qsr,1,4
aneks numer 5 do umowy kredytowy z pekao,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
sprzedaz akcja przez czlonek zarzad,0,4
sprzedaz akcja przez czlonek zarzad,0,4
zmiana umowy znaczacy,0,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
realizacja program wykup akcja wlasny od 29 sierpien do 4 wrzesnia 2008 r.,0,4
realizacja program wykup akcja wlasny w okres od 18 do 24 listopad 2005 r.,0,4
informacja o zejscie ponizej prog 5   ogolny liczba glos na w zastepstwie,0,4
realizacja program wykup akcja wlasny w okres od 14 do 17 listopad,0,4
wprowadzenie akcja do obrot na gpw,1,4
program wykup akcja wlasny,0,4
zamkniecie transakcja nabycie udzial w trader.com (polska),0,4
akcjonariusz posiadajacy powyzej 5  glos na wza,0,4
informacja o powolanie czlonek rad nadzorczy,0,4
uchwala walny zgromadzenie akcjonariusz z dzien 26 czerwiec 2006r.,0,4
realizacja program wykup akcja wlasny w okres od 23 do 29 wrzesnia 2005 r.,0,4
zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
realizacja program wykup akcja wlasny,0,4
realizacja program wykup akcja wlasny,0,4
ciag daleki porzadkowac struktura w radiowy,1,4
zbycie akcja przez osoba z kierownictwo,0,4
realizacja program wykup akcja wlasny,0,4
realizacja program wykup akcja wlasny od 6 do 12 marzec 2009 rok,1,4
zejscie ponizej prog 5   ogolny liczba glos na w zastepstwie spolka,0,4
zejscie ponizej prog 5   ogolny liczba glos na w zastepstwie spolka,0,4
  uzupelnienie raport za iv kwartal 2008 rok,0,4
zmiana termin publikacja raport okresowy,0,4
aneks numer 9 do umowy kredytowy z pekao,0,4
realizacja program wykup akcja wlasny,1,4
zbycie akcja przez osoba nie byc czlonek zarzad spolka,1,4
`nowy dzien` przestac siebie ukazywac,1,4
osoba odpowiedzialna za kontakt z knf,0,4
zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,0,4
raport okresowy qsr,0,4
uzupelnienie porzadek obrada zwza,1,4
zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,1,4
informacja o zwolanie wza,1,4
raport okresowy qsr,1,4
korekta raport biezacy numer 11/2005 z dzien 7 marzec 2005,1,4
sprzedaz akcja przez czlonek zarzad,1,4
zbycie akcja przez czlonek zarzad,1,4
ciag daleki porzadkowac struktura w radiowy,1,4
projekt uchwala na nwza 19 grudzien 2005 rok,0,4
ciag daleki porzadkowac struktura w radiowy,0,4
sprzedaz akcja przez czlonek zarzadu,0,4
sprzedaz akcja przez czlonek zarzad,0,4
sprzedaz akcja przez czesc lonka zarzad,0,4
sprzedaz akcja przez czlonek zarzad,0,4
sprzedaz akcja przez czlonek zarzad,0,4
zmiana w plan poprawa efektywnosc operacyjny w,1,4
zgloszenie kandydat do rad nadzorczy,1,4
zmiana termin publikacja raport okresowy,1,4
skonsolidowac raport polroczny,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
skonsolidowac raport polroczny,1,4
raport okresowy qsr,0,4
zmiana termin publikacja raport okresowy,1,4
wybor prezes zarzad,0,4
uchwala wza z 23 czerwiec 2009 r.,0,4
informacja o powolanie czlonek rad nadzorczy,0,4
akcjonariusz posiadajacy powyzej 5  glos na wza,0,4
informowac,1,4
zgloszenie kandydat do rad nadzorczy,1,4
rezygnacja czlonek rad nadzorczy,0,4
informacja o zejscie ponizej prog 5   ogolny liczba glos na w zastepstwie,0,4
projekt uchwala na wza 23 czerwiec 2009 r.,1,4
rekomendacja zarzad w sprawa przeznaczenie zysk za 2008 rok,1,4
uchwala rad nadzorczy w sprawa ocena sytuacja spolka w rok 2008,1,4
zwolanie zwyczajny walny zgromadzenie,1,4
raport okresowy qsr,1,4
zmiana w plan poprawa efektywnosc operacyjny w,1,4
zmiana umowy znaczacy,0,4
zbycie akcja przez osoba z kierownictwo,1,4
informacja o zwiekszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,0,4
wykaz informacja przekazac do waidomosci publiczny w 2008 r.,0,4
skonsolidowac raport roczny,0,4
raport roczny,0,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
przekroczenie prog 5  ogolny liczba glos na w zastepstwie,0,4
realizacja program wykup akcja wlasny,0,4
zejscie ponizej prog 5   ogolny liczba glos na w zastepstwie spolka,0,4
zejscie ponizej prog 5   ogolny liczba glos na w zastepstwie spolka,0,4
  uzupelnienie raport za iv kwartal 2008 rok,0,4
zmiana termin publikacja raport okresowy,0,4
aneks numer 9 do umowy kredytowy z pekao,0,4
realizacja program wykup akcja wlasny w okres od 20 marzec do 26 marzec 2009 r.,0,4
realizacja program wykup akcja wlasny,0,4
realizacja program wykup akcja wlasny od 6 do 12 marzec 2009 rok,1,4
realizacja program wykup akcja wlasny od 27 luty do 5 marzec 2009,0,4
realizacja program wykup akcja wlasny od 20 do 26 luty 2009 r.,0,4
realizacja program wykup akcja wlasny,1,4
raport okresowy qsr,1,4
program wykup akcja wlasny,0,4
uchwala nwza z 12 luty 2009 r.,1,4
akcjonariusz posiadajacy powyzej 5  glos na nwza,1,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
powolanie do sklad rad nadzorczy,1,4
rezygnacja czlonek rad nadzorczy,1,4
odpis aktualizacyjny na inwestycja w trader.com (polska) sp. z o.o.,1,4
projekt uchwala na nwza,0,4
termin i porzadek obrada nwza,0,4
termin publikacja raport okresowy,0,4
powolanie nowe czlonek zarzad,0,4
plan poprawa efektywnosc operacyjny w spolka,0,4
transakcja na akcja,1,4
rezygnacja z uczestnictwo w zarzad oraz z funkcja wiceprezes zarzad,1,4
zmiana w sklad zarzad,1,4
rezygnacja z funkcja prezes zarzad,1,4
raport okresowy qsr,1,4
informacja o przekroczenie prog 20  ogolny liczba glos na wza,1,4
informacja o zejscie ponizej prog 20  ogolny liczba glos na wza,1,4
informacja o przekroczenie prog 20  ogolny liczba glos na wza   korekta,1,4
informacja o przekroczenie prog 20  ogolny liczba glos na wza,0,4
zakonczenie realizacja program nabywac akcja wlasny,0,4
informacja o zwiekszenie posiadac udzial,0,4
osoba odpowiedzialna za kontakt z knf,0,4
zmiana umowy znaczacy,1,4
realizacja program wykup akcja wlasny,1,4
przekroczenie prog 5  ogolny liczba glos na wza,0,4
realizacja program wykup akcja wlasny,0,4
realizacja program wykup akcja wlasny,1,4
realizacja program wykup akcja wlasny,1,4
wybor podmiot uprawniony do badanie sprawozdanie finansowy,1,4
realizacja program wykup akcja wlasny,1,4
zmiana wysokosc kapital zakladowy spolka zalezny,1,4
rozszerzyc skonsolidowac raport polroczny,0,4
realizacja program wykup akcja wlasny,0,4
rejestracja spolka zalezny,1,4
realizacja program wykup akcja wlasny w okres od 5 do 11 wrzesnia 2008 r.,1,4
realizacja program wykup akcja wlasny od 29 sierpien do 4 wrzesnia 2008 r.,0,4
realizacja program wykup akcja wlasny,1,4
zbycie akcja przez osoba z kierownictwo,0,4
realizacja program wykup akcja wlasny,0,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0,4
informacja o zwiekszenie posiadac udzial,1,4
realizacja program wykup akcja wlasny,1,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
raport okresowy qsr,1,4
realizacja program wykup akcja wlasny,1,4
realizacja program wykup akcja wlasny w okres od 25 lipiec do 31 lipiec 2008 r.,1,4
realizacja program wykup akcja wlasny,0,4
realizacja program wykup akcja wlasny w okres od 14 lipiec do 17 lipiec 2008 r.,0,4
program wykup akcja wlasny,0,4
wprowadzenie akcja do obrot na gpw,1,4
zamkniecie transakcja nabycie udzial w trader.com (polska),0,4
powolanie czlonek zarzad na nowa piecioletni kadencja,0,4
uchwala wza z 20 czerwiec 2008 r.,0,4
akcjonariusz posiadajacy powyzej 5  glos na zwza,0,4
zwiekszenie posiadac udzial,0,4
zwiekszenie posiadac udzial ponad 10  ogolny liczba glos,1,4
przekroczenie prog 5  ogolny liczba glos na wza,1,4
uzupelnienie porzadek obrada zwza,1,4
raport okresowy qsr,1,4
podpisac umowy o nabycie trader.com (polska),1,4
wyjasnienie do raport roczny,0,4
projekt uchwala na zwza 20 czerwiec 2008 r.,1,4
aneks numer 8 do umowy kredytowy z pekao,0,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
kandydat do zarzad,1,4
zwolanie walny zgromadzenie akcjonariusz,1,4
informacja przekazac do publiczny wiadomosci w 2007 rok,1,4
stosowac zasada lad korporacyjny w 2007 rok,1,4
rekomendacja zarzad w sprawa wyplat dywidenda,1,4
skonsolidowac raport roczny,1,4
raport roczny,1,4
uchwala rad nadzorczy w sprawa zwiezly ocena sytuacja spolka w 2007 rok,1,4
porzadkowac struktura w radiowy,0,4
aneks numer 7 do umowy kredytowy z pekao,1,4
raport okresowy qsr,1,4
utworzyc spolka a2 multimedia sp. z o.o.,1,4
zbycie akcja przez osoba z kierownictwo byc czlonek zarzad,0,4
przekroczenie prog 10  ogolny liczba glos na wza,0,4
zbycie akcja przez osoba z kierownictwo,1,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0,4
aneks numer 6 do umowy kredytowy z pekao,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1,4
zwiekszenie posiadac udzial ogolny liczba glos o duzo niz 2 ,1,4
