tekst,change,company
zmiana w sklad zarzad,1,1
wniosek o upadlosc spolka petrogaz nowa brzeznica,1,1
skonsolidowac raport kwartalny sa qs,1,1
wykaz akcjonariusz,1,1
zmiana liczba akcja w posiadanie the bank of new york,1,1
podwyzszenie kapital akcyjny cpn serwis rzeszow sp. z o.o.,1,1
zmiana w sklad rad nadzorczy,1,1
zakup akcja ship service,1,1
wyrok sad najwyzszy,1,1
uchwala nwza,1,1
raport kwartalny sa q,1,1
zmiana w projekt uchwala na nwza w dzien 21 luty,1,1
decyzja the bank of new york,1,1
wstrzymanie wykonanie decyzja iks w rafineria trzebinia,1,1
zmiana w zarzad i rad nadzorczy,1,1
skladanie wyjasnienie w prokuratura okregowy przez prezes zarzad,1,1
odwolanie prezes zarzad,1,1
liczba akcja w posiadanie the bank of new york,1,1
korekta raport numer 11/2002,0,1
podwyzszenie kapital zakladowy w petrotel sp. z o.o.,0,1
projekt uchwala,0,1
kontrola skarbowy w rafineria trzebinia,0,1
zawarcie umowy z shell global solutions b.v.,0,1
zmiana porzadek obrada nwza,0,1
realizacja celi  kluczowy parametr planowanie na 2002 2005,0,1
ilosciowy sprzedaz detaliczny za 4 kw. oraz za 2 polrocze 2001,0,1
umowa z abb lumus global gmbh,0,1
umowa z firma brytyjski kbc process technology ltd.,0,1
fitch przyznac ocena kredytowy,0,1
podwyzszenie kapital sanatorium uzdrowiskowy krystynka,0,1
zawarcie kontrakt na dostawa paliwo,0,1
sprzedaz udzial spolka p.u. zielen sp. z o.o.,0,1
postepowanie likwidacyjny petrogaz nowa brzeznica,1,1
termin przekazywac raport okresowy,1,1
zmiana w sklad rad nadzorczy,1,1
sprzedaz udzial spolka el dystrybucja sp. z o.o.,1,1
rejestracja spolka samrelaks machocice sp. z o.o.,0,1
skonsolidowac sprawozdanie finansowy po 3 kw. 2001 wedlug msr,0,1
wplyw metoda wycena zapas na wynik finansowy,0,1
skonsolidowac raport kwartalny sa qs,0,1
zmiana termin skonsolidowac raport za 3 kwartal,0,1
zwolanie nwza,0,1
raport kwartalny,0,1
przedluzenie umowy o wylacznosc rozmowic z firma basell,0,1
korekta raport biezacy numer 75/2001,0,1
dane przekazac do gus za iii kwartal 2001,0,1
zarejestrowac spolka zawitac swinoujscie sp. z o.o.,0,1
przedluzenie remont olefina ii,0,1
przystapienie do negocjacja z mol   3 etap prywatyzacja,0,1
pozyczka dla polkomtel,0,1
ogloszenie upadlosc bht dromech,0,1
oswiadczenie o objecie 6 020 udzial w petrogaz sp. z o.o.,0,1
rn aprobowac program rozwoj czesc petrochemiczny,0,1
zaprzeczenie informacja dotyczyc rzekomy naduzyc,1,1
zmiana sklad rad nadzorczy spolka,1,1
wznowienie wydawanie i umarzac kwit depozytowy,1,1
skonsolidowac raport polroczny sa ps,1,1
sprawozdanie finansowy za 1 polrocze 2001 wedlug msr,1,1
raport polroczny skonsolidowac   poprawic,1,1
raport polroczny skonsolidowac,1,1
wplyw metoda wycena zapas na wynik finansowy,1,1
wstrzymanie wydawanie i umarzac kwit depozytowy,1,1
zlozenie podanie o upadlosc firma bht dromech,1,1
zmiana kapital zakladowy koltrans sp. z o.o.,1,1
planowy remont olefina ii,1,1
raport polroczny skonsolidowac w inny termin,1,1
otwarcie postepowanie ukladowy,0,1
skonsolidowac raport kwartalny,0,1
trzeci etap prywatyzacja,0,1
porozumienie o wspolpraca z nafta polski,0,1
zatwierdzenie przez rn strategia na latac 2001 2005,1,1
raport kwartalny sa q,0,1
emisja obligacja (druga i trzecia seria),0,1
trzeci etap prywatyzacja,0,1
emisja obligacja pierwsza seria   korekta,0,1
emisja obligacja   pierwsza seria,0,1
emisja obligacji.,0,1
wynik finansowy,1,1
obligacja zamienny na akcja dla czlonek zarzad,1,1
franklin resources  inc. zmniejszyc liczba akcja,1,1
przedluzenie umowy z bmp trading gmbh&co.kg,1,1
emerging markets growth fund.  inc w posiadanie ponad 5  akcja,0,1
zbycie udzial spolka petrogaz inowroclaw sp. z o.o.,0,1
uchwala na nwza,1,1
nabycie udzial spolka el dystrybucja sp. z o.o.,1,1
program rozwoj spolka na latac 2001 2010,1,1
pozyczka dla polkomtel,1,1
projekt uchwala na nwza,1,1
nabycie akcja spolka zaklady azotowy anwil od biga bg,1,1
w wybor wiceprzewodniczacego i sekretarz rn,1,1
zwolanie nwza na dzien 6 lipiec 2001 rok,0,1
akcjonariusz 5 ,1,1
akcja premiowy,1,1
skonsolidowac sprawozdanie finansowy za i kwartal 2001,0,1
wplyw metoda wycena zapas na wynik finansowy,0,1
zmiana w sklad rad nadzorczy,1,1
skonsolidowac raport kwartalny sa qs,1,1
uchwala podjac przez zwza 14 maja 2001 rok,1,1
program level i dla w stan zjednoczyc,0,1
wynik za rok 2000 wedlug msr,1,1
raport kwartalny sa q,1,1
przekazac do gus wynik po i kwartal 2001 r.,1,1
termin i porzadek obrada zwza,0,1
korekta raport numer 19/2001,0,1
nabycie udzial przez petrogaz plock sp. z o.o.,0,1
raport roczny,0,1
korekta raport numer 17/2001,1,1
m.mroczkowski czasowo prezes zarzad spolka polkomtel,1,1
zgoda uokik,1,1
zaplata za akcja polkomtel,1,1
rozbudowa elektrocieplownia w,1,1
umowy z silesia sp. z o.o. i pgnig,1,1
raport kwartalny,1,1
laczyc spolka,1,1
transakcja z podmiot zalezny,1,1
franklin resources  inc. posiadac ponad 5  akcja,1,1
uchwala po nwza podjac w dzien 10 styczen 2001 r.,1,1
korekta raport numer 4/2001,1,1
nwza zakonczyc obrady ustalac zmiana w sklad rn,1,1
ekodisel plus 50,1,1
korekta raport biezacy,1,1
zawarcie umowic sprzedaz produkt,1,1
umowa na dostawa ropa naftowy z veba supply & trading gmbh,0,1
rejestracja zaklad urzadzenie dystrybucyjny sp. z o.o.,0,1
rejestracja spolka koltrans sp. z o.o.,1,1
przerwa w obrada nwza,1,1
uzupelnienie do raport,1,1
zakup akcja spolka bht dromech,1,1
umowa na dostawa ropa z petrobaltic sp. z o.o.,1,1
umowa na zakup lekki ropa naftowy,1,1
przerwa w nwza,1,1
rezygnacja czlonek rn,1,1
sprzedaz przez petroeltech sp. z o.o. akcja spolka,1,1
rezygnacja przewodniczacy rad nadzorczy,0,1
zaprzestanie produkcja benzyna etylizowac etylina 94,0,1
zawarcie umowy na dostawa ropa,0,1
uruchomic instalacja reforming vi,0,1
termin przekazywac raport okresowy w 2001 r.,1,1
skonsolidowac skrocic sprawozdanie finansowy wg. msr,0,1
termin i porzadek obrada nwza,0,1
instalacja hydroodsiarczania olej napedowy vi,0,1
zmiana w sklad rad nadzorczy,0,1
nabycie akcja z.a. anwil,0,1
nabycie akcja spolka z.a. anwil,0,1
raport kwartalny,0,1
uruchomic instalacja do kompozyt benzyna,0,1
umowa kredytowy,0,1
uchylic kar nalozyc przez uokik,1,1
umowa z roland berger & partner,1,1
zwrot zaleglo?ci podatkowy,0,1
umowa z bank handlowy,1,1
raport polroczny skonsolidowac,0,1
wypowiedzenie uklad zbiorowy praca,0,1
produkcja nowe olej,0,1
raport polroczny skonsolidowac msr,0,1
termin raport sa ps,0,1
raport polroczny,0,1
emisja obligacja zamienny seria a,1,1
odwolanie od decyzja uokik,1,1
porozumienie z abn amro n.v.,1,1
zbycie akcja spolka,1,1
zmiana w tre?ci prospekt emisyjny akcja seria d,1,1
wynik finansowy,1,1
uzupelnienie raport roczny,1,1
zmiana w zarzšdzie spolka,1,1
decyzja kpwig,0,1
uruchomic produkcja polietylen,1,1
od 1 lipiec 2000 r. regionalny biuro handel detaliczny,1,1
wstepny okolnik ofertowy,1,1
podziemny magazyn paliwo,1,1
uchwala nwza,0,1
zmiana w zatrudnienie,1,1
projekt uchwala na nwza,1,1
zostanš utworzyc nowe spolka transportowy,1,1
uchwala podjac na zwza,1,1
skonsolidowac sprawozdanie finansowy msr,1,1
projekt uchwala na zwza,1,1
raport kwartalny,1,1
wprowadzenie akcja do obrot na gpw,0,2
nabycie udzial w silurian sp. z o.o,1,2
spelnienie warunek umowy zobowiazywac do sprzedaz udzial w spolka too emba juga nieft,1,2
zawarcie porozumienie,1,2
zmiana stan posiadanie akcja,0,2
rejestracja akcja w kdpw,1,2
wprowadzenie akcja do obrot na gpw,1,2
  spelnienie warunek umowy zobowiazywac do sprzedaz udzial,0,2
informowac,1,2
spelnienie warunek umowy zobowiazywac do sprzedaz udzial w spolka too company profit,0,2
warunkowy rejestracja akcja w kdpw,0,2
zmiana stan posiadanie akcja,0,2
rejestracja warunkowe podwyzszenie kapital zakladowy,1,2
  aneks do umowy kredyt,0,2
  podpisac aneks do umowy,0,2
wykaz akcjonariusz na nwz ktory odbyc siebie w dzien 26 listopad 2012 rok,1,2
tresc uchwala nwz  ktory odbyc siebie dzien 26 listopad 2012 rok,1,2
raport okresowy kwartalny skonsolidowac 3/2012 qsr,0,2
zawarcie porozumienie w sprawa finansowac bcc,0,2
zwolanie nwza,0,2
podpisac aneks do umowy,0,2
wniesc powodztwo o uniewaznienie uchwala nwz z 31 styczen 2012 r.,1,2
decyzja o przedluzenie okres poszukiwawczy kontrakt profit,0,2
podpisac aneks do umowy zobowiazywac do sprzedaz udzial w spolka too emba juga nieft,0,2
raport okresowy polroczny za 2012 psr,1,2
zmiana stan posiadanie akcja,0,2
zmiana stan posiadanie akcja,0,2
  zmiana stan posiadanie akcja,0,2
zmiana stan posiadanie akcja,1,2
zmiana stan posiadanie akcja,1,2
  rejestracja akcja w kdpw,0,2
wprowadzenie akcja do obrot na gpw,1,2
podpisac aneks do umowy zobowiazywac do sprzedaz udzial w spolka too emba juga nieft,0,2
nabycie udzial w silurian sp. z o.o. oraz,1,2
  odpowiedz na pytanie inwestor,1,2
aneks do umowy kredyt,1,2
aneks do umowy kredyt,1,2
aneks do umowy zobowiazywac do sprzedaz udzial w spolka too emba juga nieft,1,2
akcjonariusz   5  liczba glos na zwz,1,2
powolanie osoba nadzorowac,1,2
tresc uchwala zwz,1,2
spelnienie siebie warunek dot. zawrzec znaczacy umowy warunkowy,0,2
wybor podmiot uprawniony do badanie sprawozdanie finansowy,0,2
zmiana stan posiadanie akcja,0,2
zmiana stan posiadanie akcja,0,2
zmiana w porzadek obrada zwz,1,2
ogloszenie o zwolanie zwyczajny walny zgromadzenie,0,2
zmiana stan posiadanie akcja,1,2
zawarcie umowy o wspolny operacja pomiedzy too oiltechnogroup a total e&p koblandy,1,2
zmiana stan posiadanie akcja,1,2
raport okresowy kwartalny skonsolidowac 1/2012 qsr,1,2
informacja poufny,0,2
zmiana stan posiadanie akcja,0,2
przeprowadzic oferta prywatny przez silurian hallwood plc,0,2
  otrzymac wycena perspektywiczny zasoby weglowodor,0,2
  otrzymac wycena perspektywiczny zasoby weglowodor,0,2
wykaz informacja biezacy i okresowy przekazac do publiczny wiadomosci w 2011 rok,1,2
wydluzenie okres kredytowac,0,2
zmiana stan posiadanie akcja,1,2
raport okresowy roczny skonsolidowac za 2011 rs,0,2
raport okresowy roczny za 2011 rok,0,2
zmiana stan posiadanie akcja,1,2
zmiana stan posiadanie akcja,1,2
rejestracja akcja w kdpw,0,2
zmiana stan posiadanie akcja,1,2
wprowadzenie akcja do obrot na gpw,1,2
warunkowy rejestracja akcja w kdpw,1,2
awarcie umowic nabycie akcji/udzialow w podmiot sektor gaz lupkowy,0,2
zmiana stan posiadanie akcja,0,2
zmiana stan posiadanie akcja,1,2
zawiadomienie o transakcja osoba zobowiazana,0,2
zmiana stan posiadanie akcja,0,2
warunkowy rejestracja akcja w kdpw,1,2
zawiadomienie o transakcja osoba zobowiazana,0,2
rejestracja warunkowe podwyzszenie kapital zakladowy,1,2
wykaz akcjonariusz posiadajacy co malo 5 ,0,2
tresc uchwala nwz ktory odbyc siebie dzien 31 styczen 2012 rok,0,2
tresc uchwala nwz ktory odbyc siebie dzien 31 styczen 2012 rok,0,2
termin publikacja raport okresowy w 2012 rok,0,2
rezygnacja osoba nadzorowac,0,2
informacja udzielic akcjonariusz poza walny zgromadzenie,0,2
zmiana stan posiadanie akcja,0,2
ogloszenie o zwolanie nwz,1,2
zmiana stan posiadanie akcja,0,2
zmiana stan posiadanie akcja,0,2
zawiadomienie o transakcja osoba zobowiazana,0,2
zawarcie umowy zobowiazywac do sprzedaz udzial too emba juga nieft,1,2
wprowadzenie akcja do obrot na gpw,1,2
zawarcie umowic nabycie akcji/udzialow w podmiot sektor gaz lupkowy,0,2
zmiana harmonogram splat kredyt,0,2
korekta do raport niezalezny ekspert,1,2
raport okresowy kwartalny skonsolidowac 3/2011 qsr,1,2
przeprowadzic oferta prywatny przez silurian hallwood plc,0,2
wprowadzenie akcja do obrot na gpw,1,2
zaoferowac i objecie warrant subskrypcyjny seria a i bar,1,2
wprowadzenie akcja do obrot na gpw,1,2
wprowadzenie akcja do obrot na gpw,1,2
nowy raport nezaleznego ekspert wedlug stan na pazdziernik 2011,0,2
rejestracja warunkowe podwyzszenie kapital zakladowy,1,2
warunkowy rejestracja akcja w kdpw,1,2
  zmiana stan posiadanie akcja,1,2
decyzja o przedluzenie okres poszukiwawczy kontrakt emba,1,2
zawiadomienie o transakcja osoba zobowiazana,0,2
tresc uchwala nwz   ktory odbyc siebie 27 wrzesnia 2011 r.,1,2
  wykaz akcjonariusz,1,2
  wykaz akcjonariusz,1,2
nadzwyczajny walny zgromadzenie 26 wrzesnia 2011 rok,1,2
zawarcie znaczacy umowy,1,2
zawiadomienie o transakcja osoba zobowiazana,1,2
zmiana stan posiadanie akcja,1,2
opinia rad nadzorczy w sprawa pelniec obowiazek przez prezes zarzad,1,2
wprowadzenie akcja do obrot na gpw,0,2
objecie akcja seria co przez posiadacz warrant subskrypcyjny seria i,1,2
zaoferowac i objecie warrant subskrypcyjny seria j,1,2
ustabilizowac odwiert shyrak 1,1,2
wprowadzenie akcja do obrot na gpw,1,2
objecie akcja seria co,1,2
ogloszenie o zwolanie nwza,1,2
ogloszenie o zwolanie nwza,1,2
wprowadzenie akcja do obrot na gpw,1,2
objecie warrant subskrypcyjny,0,2
informacja udzielic akcjonariusz poza walny zgromadzenie,0,2
nabycie udzial w silurian hallwood limited oraz w silurian sp. z o.o.,0,2
zawiadomienie o transakcja osoba zobowiazana,0,2
silny i staly przyplyw gaz z kondensat wraz z,0,2
otrzymac koncesja na poszukiwanie zloze ropa naftowy i gaz ziemny przez spolka z,1,2
wprowadzenie akcja do obrot na gpw,1,2
zaoferowac i objecie warrant subskrypcyjny uprawniac do objecia akcja seria co,1,2
otrzymac wynik interpretacja pomiar geofizyczny odwiert shyrak 1,0,2
wybor podmiot uprawniony do badanie sprawozdanie finansowy,0,2
zawiadomienie o transakcja osoba zobowiazana,0,2
zmiana stan posiadanie akcja,0,2
zawiadomienie o transakcja osoba zobowiazana,0,2
zmiana stan posiadanie akcja,0,2
wykonanie umowy o wspolny inwestycja,0,2
wprowadzenie akcja do obrot na gpw,1,2
zaoferowac i objecie warrant subskrypcyjny uprawniac do objecia akcja seria co,1,2
podpisac umowy zobowiazywac do sprzedaz udzial w spolka too company profit,0,2
podpisac umowy zobowiazywac do sprzedaz udzial w spolka too company profit,0,2
umowa nabycie udzial w spolka pomorski farma wiatrowy sp. z o.o.,0,2
przeniesienie koncesja na poszukiwanie zloze ropa,0,2
podpisac umowy o wspolny inwestycja,1,2
otrzymac koncesja na poszukiwanie zloze ropa naftowy i gaz ziemny przez silurian sp. z o.o.,1,2
wprowadzenie akcja do obrot na gpw,1,2
zawiadomienie o transakcja osoba zobowiazana,1,2
zaoferowac i objecie warrant subskrypcyjny uprawniac do objecia akcja seria co,1,2
akcjonariusz 5  liczba glos na zwz 30 czerwiec 2011 rok,0,2
tresc uchwala zwz ktory odbyc siebie dzien 30 czerwiec 2011 rok,0,2
powolanie osoba nadzorowac,0,2
wprowadzenie akcja do obrot na gpw,1,2
zaoferowac i objecie warrant subskrypcyjny,0,2
wprowadzenie akcja do obrot na gpw,1,2
zaoferowac i objecie warrant subskrypcyjny,1,2
otrzymac koncesja na poszukiwanie zloze ropa naftowy i gaz ziemny przez silurian sp. z o.o.,0,2
wprowadzenie akcja do obrot na gpw,1,2
zawiadomienie o transakcja osoba zobowiazana,0,2
zmiana stan posiadanie akcja,0,2
zaoferowac i objecie warrant subskrypcyjny,0,2
zaoferowac i objecie warrant subskrypcyjny,1,2
otrzymac koncesja na poszukiwanie zloze ropa,1,2
zmiana stan posiadanie akcja,1,2
zawiadomienie o transakcja osoba zobowiazana,1,2
ogloszenie o zwolanie zwz,1,2
uzyskac nowy dany geologiczny dla struktura koblandy,0,2
wprowadzenie akcja do obrot na gpw,1,2
rezygnacja osoba nadzorowac,1,2
zaoferowac i objecie warrant subskrypcyjny,1,2
wprowadzenie akcja do obrot na gpw,0,2
wykaz informacja przekazac do wiadomosci w 2010 rok,1,2
warunkowy rejestracja akcja w kdpw,1,2
raport okresowy kwartalny skonsolidowac 1/2011 qsr,1,2
  rejestracja warunkowe podwyzszenie kapital,0,2
wykaz akcjonariusz na nwz w dzien 9 maja 2011 rok,1,2
tresc uchwala nwz 9 maja 2011 rok,1,2
raport okresowy roczny skonsolidowac za 2010 rs,1,2
raport okresowy roczny za 2010 rok,1,2
umowa o pozyskanie finansowac z prokom investments,0,2
nwz z dzien 16 kwietni 2011 rok,0,2
wykaz akcjonariusz na nwza,0,2
ogloszenie o zwolanie nwz,1,2
zawiadomienie o transakcja osoba zobowiazana,0,2
zawiadomienie o transakcja osoba zobowiazana,0,2
zmiana stan posiadanie akcja,0,2
wprowadzenie akcja do obrot na gpw,1,2
ogloszenie o zwolanie nwz,1,2
zmiana stan posiadanie akcja,0,2
zawiadomienie o transakcja osoba zobowiazana,0,2
zaoferowac i objecie warrant subskrypcyjny,0,2
zmiana stan posiadanie akcja,1,2
zawiadomienie o transakcja osoba zobowiazana,1,2
wprowadzenie akcja do obrot na gpw,1,2
  zaoferowac i objecie warrant,0,2
raport okresowy kwartalny skonsolidowac 4/2010 qsr,0,2
zawiadomienie o transakcja osoba zobowiazana,1,2
zmiana stan posiadanie akcja,1,2
zawiadomienie o transakcja osoba zobowiazana,1,2
zmiana stan posiadanie akcja,1,2
zmiana termin publikacja raport okresowy w 2011 rok,1,2
wprowadzenie akcja do obrot na gpw,0,2
zmiana stan posiadanie akcja,0,2
zawiadomienie o transakcja osoba zobowiazana,0,2
zaoferowac i objecie warrant subskrypcyjny uprawniac do objecia akcja seria bar,0,2
zmiana stan posiadanie akcja,1,2
termin publikacja raport okresowy w 2011 rok,1,2
wprowadzenie akcja do obrot na gpw,1,2
zaoferowac i objecie warrant subskrypcyjny,1,2
wprowadzenie akcja do obrot na gpw,0,2
zaoferowac i objecie warrant subskrypcyjny oraz objecie akcja seria bar,1,2
umowa z dominowac akcjonariusz,1,2
podpisac umowy inwestycyjny oraz nabycie udzial,1,2
zawiadomienie o transakcja osoba zobowiazana,1,2
zmiana stan posiadanie akcja,1,2
wprowadzenie akcja do obrot na gpw,0,2
realizacja warunek umowy znaczacej  zawarcie umowy przeniesienie wierzytelnosc,1,2
decyzja o przedluzenie okres poszukiwawczy kontrakt profit,1,2
wprowadzenie akcja do obrot na gpw,1,2
warunkowy rejestracja akcja w kdpw,1,2
informacja poufny,1,2
zawiadomienie o transakcja osoba zobowiazana,1,2
zgloszenie dokonanie bezposredni inwestycja,1,2
zmiana stan posiadanie akcja,1,2
raport okresowy kwartalny skonsolidowac 3/2010 qsr,1,2
wykaz akcjonariusz na nwz z 30 pazdziernik 2010 rok,1,2
tresc uchwala nwz z 30 pazdziernik 2010 rok,1,2
powolanie osoba nadzorowac,1,2
podpisac aneks do kontrakt z too oiltechnogroup,0,2
ogloszenie o zwolanie nwz,1,2
zawiadomienie o transakcja osoba zobowiazana,0,2
zmiana stan posiadanie akcja,0,2
zawiadomienie o transakcja osoba zobowiazana,1,2
zmiana stan posiadanie akcja,1,2
wprowadzenie akcja do obrot na gpw,1,2
wprowadzenie akcja do obrot na gpw,1,2
zawarcie umowy przedwstepny,1,2
zadanie przeniesienie akcja i wezwanie do zaoferowac akcja,0,2
zawarcie umowy przeniesienie,1,2
powolanie osoba nadzorowac i zarzadzajacy,1,2
raport okresowy polroczny za 2010 psr,0,2
zmiana stan posiadanie akcja,1,2
zawiadomienie o transakcja osoba zobowiazana,1,2
zmiana stan posiadanie akcja,0,2
zawarcie umowy znaczacy,1,2
objecie warrant subskrypcyjny iii i iv transza,0,2
przeniesienie uprawnienia do objecia warrant subskrypcyjny iii transza,0,2
wprowadzenie akcja do obrot na gpw,1,2
zaoferowac i objecie warrant subskrypcyjny,1,2
wprowadzenie akcja do obrot,1,2
wprowadzenie akcja do obrot na gpw,1,2
zaoferowac i objecie warrant subskrypcyjny iii transza,0,2
wybor podmiot uprawniony do badanie sprawozdanie finansowy,0,2
zawiadomienie o transakcja osoba zobowiazana,1,2
zmiana stan posiadanie akcja,1,2
zmiana w organ zarzadzajacy oraz nadzorowac,0,2
zawiadomienie o transakcja osoba zobowiazana,1,2
powolanie osoba nadzorowac,0,2
tresc uchwala zwz z 30 czerwiec 2010 rok,0,2
powolanie osoba zarzadzajaca,0,2
wykaz akcjonariusz na zwz 30 czerwiec 2010 rok,0,2
powolanie osoba nadzorowac,0,2
akcjonariusz   5  liczba glos na nwz,0,2
tresc uchwala nwz 25 czerwiec 2010 rok,0,2
zmiana stan posiadanie akcja,1,2
zawiadomienie o transakcja osoba zobowiazana,1,2
wprowadzenie akcja do obrot na gpw,1,2
zaoferowac i objecie warrant subskrypcyjny oraz objecie akcja seria vel,0,2
powolanie osoba zarzadzajaca,0,2
powolanie osoba zarzadzajaca,0,2
rezygnacja osoba zarzadzajacy,0,2
zwolanie zwz,1,2
zwolanie nwza,0,2
zawarcie umowy znaczacy,0,2
raport okresowy kwartalny skonsolidowac 1/2010 qsr,0,2
zmiana stan posiadanie akcja,1,2
transakcja na akcja,1,2
transakcja na akcja,1,2
wykaz informacja przekazac do wiadomosci w 2009 r.,1,2
zawiadomienie o transakcja osoba zobowiazana,1,2
zmiana stan posiadanie akcja,1,2
